AC,AF,AR,AS,AST,AY,AwayTeam,B365A,B365D,B365H,BWA,BWD,BWH,Date,Day,Div,FTAG,FTHG,FTR,HC,HF,HR,HS,HST,HTAG,HTHG,HTR,HY,HomeTeam,IWA,IWD,IWH,Month,Referee,VCA,VCD,VCH,Year,season
4.0,11.0,0.0,10.0,6.0,3.0,Birmingham,4.5,3.6,1.8,4.6,3.4,1.85,2010-10-31,31,E0,0.0,0.0,D,1.0,13.0,0.0,7.0,3.0,0.0,0.0,D,2.0,Aston Villa,4.0,3.4,1.8,10,H Webb,5.0,3.5,1.83,10,1011
4.0,13.0,0.0,10.0,4.0,2.0,Liverpool,2.2,3.25,3.4,2.15,3.25,3.25,2010-10-31,31,E0,1.0,0.0,A,1.0,15.0,0.0,14.0,10.0,0.0,0.0,D,2.0,Bolton,2.3,3.2,2.8,10,M Atkinson,2.3,3.3,3.4,10,1011
2.0,13.0,2.0,12.0,5.0,3.0,West Brom,2.5,3.25,2.9,2.45,3.2,2.75,2010-11-01,01,E0,1.0,2.0,H,8.0,16.0,0.0,21.0,8.0,0.0,1.0,H,2.0,Blackpool,2.55,3.2,2.55,11,M Oliver,2.5,3.3,3.0,10,1011
9.0,13.0,0.0,11.0,5.0,5.0,Stoke,3.75,3.2,2.1,3.75,3.2,2.0,2010-11-06,06,E0,0.0,2.0,H,6.0,10.0,0.0,14.0,7.0,0.0,1.0,H,0.0,Sunderland,3.4,3.2,2.0,11,M Atkinson,4.0,3.25,2.1,10,1011
2.0,11.0,0.0,8.0,6.0,0.0,Wolves,15.0,6.0,1.22,11.5,6.25,1.2,2010-11-06,06,E0,1.0,2.0,H,3.0,6.0,0.0,14.0,10.0,0.0,1.0,H,1.0,Man United,12.0,5.5,1.2,11,P Dowd,17.0,6.5,1.22,10,1011
3.0,4.0,0.0,15.0,8.0,0.0,Aston Villa,3.4,3.25,2.2,3.4,3.2,2.1,2010-11-06,06,E0,1.0,1.0,D,3.0,12.0,0.0,14.0,10.0,1.0,0.0,A,1.0,Fulham,2.9,3.1,2.3,11,P Walton,3.5,3.3,2.2,10,1011
6.0,9.0,0.0,11.0,6.0,0.0,Tottenham,2.4,3.3,3.0,2.3,3.3,2.9,2010-11-06,06,E0,2.0,4.0,H,7.0,13.0,0.0,18.0,8.0,0.0,1.0,H,1.0,Bolton,2.3,3.2,2.8,11,C Foy,2.4,3.4,3.1,10,1011
6.0,15.0,0.0,16.0,10.0,2.0,Wigan,4.5,3.6,1.8,4.5,3.5,1.75,2010-11-06,06,E0,1.0,2.0,H,3.0,16.0,0.0,10.0,3.0,0.0,0.0,D,0.0,Blackburn,3.9,3.3,1.85,11,K Friend,5.0,3.6,1.8,10,1011
4.0,14.0,0.0,16.0,8.0,1.0,West Ham,4.2,3.4,1.91,4.0,3.25,1.91,2010-11-06,06,E0,2.0,2.0,D,3.0,12.0,0.0,8.0,5.0,0.0,0.0,D,0.0,Birmingham,3.4,3.2,2.0,11,M Oliver,4.2,3.4,2.0,10,1011
7.0,12.0,0.0,20.0,14.0,1.0,Everton,1.8,3.6,4.5,1.75,3.5,4.5,2010-11-06,06,E0,2.0,2.0,D,3.0,14.0,0.0,11.0,8.0,1.0,1.0,D,2.0,Blackpool,1.8,3.4,4.0,11,A Marriner,1.83,3.6,5.0,10,1011
2.0,12.0,0.0,7.0,2.0,1.0,Newcastle,11.0,5.5,1.29,11.5,5.75,1.22,2010-11-07,07,E0,1.0,0.0,A,12.0,16.0,1.0,11.0,8.0,1.0,0.0,A,3.0,Arsenal,10.0,5.0,1.25,11,M Dean,12.0,6.0,1.29,10,1011
5.0,17.0,0.0,11.0,7.0,2.0,Chelsea,2.0,3.4,3.8,1.95,3.3,3.75,2010-11-07,07,E0,0.0,2.0,H,2.0,15.0,0.0,9.0,7.0,0.0,2.0,H,0.0,Liverpool,2.1,3.2,3.2,11,H Webb,2.1,3.4,3.8,10,1011
1.0,16.0,1.0,9.0,5.0,4.0,Man City,2.1,3.3,3.6,2.0,3.3,3.6,2010-11-07,07,E0,2.0,0.0,A,6.0,15.0,1.0,13.0,7.0,2.0,0.0,A,3.0,West Brom,2.1,3.2,3.2,11,L Probert,2.1,3.4,3.8,10,1011
4.0,8.0,0.0,14.0,10.0,0.0,Birmingham,3.75,3.2,2.1,3.6,3.2,2.05,2010-11-09,09,E0,2.0,3.0,H,10.0,6.0,0.0,19.0,12.0,0.0,1.0,H,0.0,Stoke,3.2,3.2,2.1,11,M Clattenburg,3.8,3.3,2.1,10,1011
3.0,15.0,0.0,8.0,4.0,1.0,Sunderland,6.5,4.0,1.53,6.5,4.0,1.48,2010-11-09,09,E0,1.0,1.0,D,17.0,6.0,0.0,20.0,12.0,0.0,0.0,D,2.0,Tottenham,5.4,3.7,1.55,11,H Webb,7.0,4.0,1.57,10,1011
2.0,14.0,0.0,12.0,8.0,2.0,Arsenal,1.67,3.6,5.5,1.6,3.6,5.5,2010-11-10,10,E0,2.0,0.0,A,5.0,7.0,0.0,14.0,7.0,1.0,0.0,A,1.0,Wolves,1.65,3.5,4.6,11,M Halsey,1.67,3.8,6.0,10,1011
1.0,15.0,0.0,7.0,5.0,4.0,Blackburn,4.2,3.4,1.91,3.9,3.3,1.91,2010-11-10,10,E0,2.0,1.0,A,4.0,16.0,0.0,9.0,3.0,1.0,0.0,A,3.0,Newcastle,3.7,3.3,1.9,11,M Jones,4.2,3.5,1.95,10,1011
4.0,10.0,0.0,8.0,3.0,2.0,Liverpool,1.75,3.6,4.75,1.7,3.7,4.5,2010-11-10,10,E0,1.0,1.0,D,5.0,7.0,0.0,10.0,8.0,1.0,0.0,A,0.0,Wigan,1.75,3.4,4.3,11,P Walton,1.8,3.75,5.0,10,1011
5.0,12.0,0.0,7.0,4.0,2.0,Man United,2.75,3.25,2.63,2.7,3.2,2.5,2010-11-10,10,E0,0.0,0.0,D,8.0,10.0,0.0,6.0,4.0,0.0,0.0,D,0.0,Man City,2.4,3.3,2.65,11,C Foy,2.88,3.3,2.62,10,1011
7.0,5.0,0.0,14.0,6.0,0.0,West Brom,3.2,3.25,2.3,3.05,3.25,2.25,2010-11-10,10,E0,2.0,2.0,D,6.0,13.0,0.0,8.0,5.0,1.0,1.0,D,3.0,West Ham,3.0,3.2,2.2,11,M Dean,3.25,3.4,2.3,10,1011
4.0,15.0,0.0,5.0,3.0,0.0,Fulham,15.0,6.5,1.2,13.0,6.25,1.18,2010-11-10,10,E0,0.0,1.0,H,4.0,14.0,1.0,19.0,10.0,0.0,1.0,H,2.0,Chelsea,12.0,5.5,1.2,11,M Atkinson,17.0,6.5,1.22,10,1011
8.0,10.0,0.0,12.0,6.0,3.0,Blackpool,6.0,3.75,1.62,5.75,3.5,1.6,2010-11-10,10,E0,2.0,3.0,H,11.0,7.0,0.0,19.0,12.0,1.0,1.0,D,2.0,Aston Villa,5.0,3.6,1.6,11,A Taylor,6.0,3.8,1.67,10,1011
10.0,12.0,0.0,10.0,5.0,3.0,Bolton,6.0,3.75,1.62,5.5,3.6,1.6,2010-11-10,10,E0,1.0,1.0,D,15.0,8.0,1.0,23.0,12.0,0.0,0.0,D,0.0,Everton,4.6,3.5,1.65,11,P Dowd,6.5,3.75,1.62,10,1011
3.0,10.0,0.0,13.0,7.0,0.0,Bolton,3.2,3.1,2.4,3.2,3.2,2.2,2010-11-13,13,E0,3.0,2.0,A,12.0,10.0,0.0,10.0,6.0,1.0,0.0,A,1.0,Wolves,2.7,3.2,2.4,11,P Walton,3.2,3.3,2.4,10,1011
7.0,7.0,0.0,16.0,5.0,1.0,Blackpool,4.0,3.6,1.91,3.8,3.6,1.85,2010-11-13,13,E0,0.0,0.0,D,8.0,7.0,0.0,17.0,4.0,0.0,0.0,D,0.0,West Ham,3.7,3.3,1.9,11,K Friend,4.33,3.6,1.91,10,1011
5.0,13.0,0.0,12.0,6.0,1.0,West Brom,2.88,3.25,2.5,3.05,3.2,2.25,2010-11-13,13,E0,0.0,1.0,H,5.0,13.0,0.0,13.0,4.0,0.0,0.0,D,1.0,Wigan,2.8,3.2,2.3,11,A Taylor,3.0,3.3,2.5,10,1011
6.0,11.0,0.0,12.0,8.0,2.0,Blackburn,6.5,3.8,1.57,6.0,3.45,1.6,2010-11-13,13,E0,2.0,4.0,H,12.0,11.0,0.0,20.0,12.0,0.0,2.0,H,2.0,Tottenham,5.4,3.7,1.55,11,A Marriner,6.5,4.0,1.62,10,1011
7.0,9.0,0.0,16.0,10.0,4.0,Man United,1.8,3.6,4.5,1.8,3.45,4.25,2010-11-13,13,E0,2.0,2.0,D,9.0,11.0,0.0,12.0,6.0,0.0,0.0,D,3.0,Aston Villa,1.9,3.3,3.7,11,M Dean,1.83,3.6,5.0,10,1011
5.0,19.0,0.0,10.0,8.0,2.0,Fulham,4.2,3.4,1.91,4.0,3.4,1.85,2010-11-13,13,E0,0.0,0.0,D,5.0,11.0,0.0,13.0,7.0,0.0,0.0,D,2.0,Newcastle,3.7,3.3,1.9,11,L Probert,4.33,3.4,2.0,10,1011
4.0,11.0,0.0,5.0,3.0,0.0,Birmingham,8.5,4.5,1.4,7.5,4.5,1.38,2010-11-13,13,E0,0.0,0.0,D,6.0,15.0,0.0,21.0,11.0,0.0,0.0,D,2.0,Man City,7.0,4.1,1.4,11,M Jones,9.0,4.6,1.4,10,1011
3.0,10.0,1.0,10.0,6.0,3.0,Liverpool,2.1,3.25,3.75,1.85,3.4,4.1,2010-11-13,13,E0,0.0,2.0,H,4.0,14.0,0.0,14.0,7.0,0.0,0.0,D,2.0,Stoke,1.9,3.3,3.7,11,M Halsey,2.05,3.4,4.0,10,1011
3.0,13.0,0.0,19.0,9.0,2.0,Sunderland,15.0,5.75,1.22,12.0,5.5,1.22,2010-11-14,14,E0,3.0,0.0,A,6.0,9.0,0.0,14.0,7.0,1.0,0.0,A,1.0,Chelsea,11.0,5.3,1.22,11,C Foy,17.0,6.5,1.22,10,1011
2.0,14.0,0.0,13.0,8.0,2.0,Arsenal,2.2,3.3,3.4,2.2,3.25,3.1,2010-11-14,14,E0,2.0,1.0,A,9.0,15.0,0.0,14.0,7.0,1.0,0.0,A,2.0,Everton,2.1,3.2,3.2,11,H Webb,2.25,3.4,3.4,10,1011
6.0,16.0,0.0,10.0,6.0,1.0,Tottenham,5.5,4.0,1.62,5.25,3.75,1.6,2010-11-20,20,E0,3.0,2.0,A,2.0,17.0,0.0,12.0,7.0,0.0,2.0,H,3.0,Arsenal,4.4,3.5,1.7,11,P Dowd,5.5,4.2,1.67,10,1011
14.0,2.0,0.0,24.0,9.0,0.0,Chelsea,1.73,3.6,5.0,1.67,3.6,5.0,2010-11-20,20,E0,0.0,1.0,H,4.0,9.0,0.0,1.0,1.0,0.0,1.0,H,2.0,Birmingham,1.7,3.5,4.4,11,M Halsey,1.75,3.6,5.25,10,1011
11.0,9.0,0.0,19.0,10.0,2.0,Wolves,2.88,3.3,2.5,2.75,3.2,2.45,2010-11-20,20,E0,1.0,2.0,H,4.0,7.0,0.0,13.0,9.0,0.0,2.0,H,0.0,Blackpool,2.8,3.2,2.3,11,M Clattenburg,2.88,3.4,2.5,10,1011
3.0,9.0,1.0,6.0,1.0,2.0,Newcastle,3.6,3.3,2.1,3.4,3.4,2.05,2010-11-20,20,E0,1.0,5.0,H,2.0,13.0,0.0,18.0,9.0,0.0,2.0,H,0.0,Bolton,3.2,3.2,2.1,11,H Webb,3.75,3.4,2.15,10,1011
2.0,8.0,0.0,6.0,1.0,1.0,West Ham,6.5,3.8,1.57,6.0,3.75,1.55,2010-11-20,20,E0,0.0,3.0,H,10.0,8.0,0.0,19.0,11.0,0.0,3.0,H,0.0,Liverpool,5.4,3.7,1.55,11,L Probert,7.0,4.0,1.57,10,1011
1.0,14.0,2.0,10.0,4.0,2.0,Wigan,15.0,6.0,1.22,12.0,6.5,1.18,2010-11-20,20,E0,0.0,2.0,H,11.0,10.0,0.0,17.0,12.0,0.0,1.0,H,0.0,Man United,11.0,5.3,1.22,11,M Atkinson,17.0,6.5,1.22,10,1011
3.0,9.0,0.0,6.0,4.0,0.0,Stoke,3.5,3.2,2.2,3.5,3.1,2.1,2010-11-20,20,E0,3.0,0.0,A,8.0,10.0,0.0,15.0,8.0,0.0,0.0,D,0.0,West Brom,3.0,3.2,2.2,11,C Foy,3.6,3.3,2.25,10,1011
7.0,16.0,0.0,11.0,8.0,1.0,Man City,2.4,3.1,3.2,2.25,3.25,3.05,2010-11-21,21,E0,4.0,1.0,A,7.0,13.0,0.0,9.0,3.0,3.0,0.0,A,2.0,Fulham,2.3,3.1,2.9,11,L Mason,2.4,3.25,3.25,10,1011
8.0,10.0,0.0,16.0,11.0,1.0,Aston Villa,3.25,3.25,2.3,3.1,3.2,2.25,2010-11-21,21,E0,0.0,2.0,H,5.0,15.0,0.0,14.0,5.0,0.0,1.0,H,0.0,Blackburn,2.7,3.2,2.4,11,M Oliver,3.3,3.3,2.38,10,1011
4.0,7.0,0.0,10.0,8.0,2.0,Everton,2.8,3.2,2.6,2.8,3.1,2.5,2010-11-22,22,E0,2.0,2.0,D,4.0,5.0,0.0,13.0,8.0,1.0,1.0,D,0.0,Sunderland,2.7,3.2,2.4,11,P Walton,2.88,3.3,2.62,10,1011
8.0,7.0,0.0,17.0,10.0,1.0,Arsenal,2.2,3.3,3.4,2.1,3.5,3.5,2010-11-27,27,E0,4.0,2.0,A,3.0,10.0,0.0,6.0,4.0,2.0,0.0,A,1.0,Aston Villa,2.0,3.3,3.3,11,M Clattenburg,2.2,3.4,3.6,10,1011
4.0,14.0,0.0,16.0,10.0,2.0,Blackpool,5.5,4.2,1.57,5.25,4.1,1.55,2010-11-27,27,E0,2.0,2.0,D,4.0,8.0,0.0,24.0,14.0,1.0,0.0,A,2.0,Bolton,4.6,3.5,1.65,11,M Dean,6.0,4.2,1.57,10,1011
2.0,18.0,1.0,7.0,3.0,3.0,West Brom,6.5,3.8,1.57,6.5,3.5,1.55,2010-11-27,27,E0,4.0,1.0,A,2.0,11.0,1.0,12.0,4.0,2.0,1.0,A,1.0,Everton,5.0,3.6,1.6,11,L Mason,6.5,4.0,1.57,10,1011
4.0,9.0,0.0,7.0,3.0,0.0,Birmingham,4.0,3.3,2.0,3.85,3.25,1.95,2010-11-27,27,E0,1.0,1.0,D,7.0,10.0,0.0,11.0,7.0,1.0,0.0,A,1.0,Fulham,3.4,3.2,2.0,11,H Webb,4.0,3.3,2.0,10,1011
2.0,6.0,0.0,3.0,2.0,2.0,Blackburn,13.0,5.5,1.25,12.5,5.5,1.22,2010-11-27,27,E0,1.0,7.0,H,5.0,6.0,0.0,15.0,11.0,0.0,3.0,H,0.0,Man United,12.0,5.5,1.2,11,L Probert,13.0,6.0,1.29,10,1011
2.0,10.0,0.0,9.0,4.0,2.0,Man City,2.2,3.25,3.4,2.15,3.4,3.5,2010-11-27,27,E0,1.0,1.0,D,6.0,8.0,0.0,16.0,9.0,0.0,0.0,D,2.0,Stoke,2.3,3.2,2.8,11,P Walton,2.2,3.3,3.5,10,1011
2.0,8.0,0.0,10.0,10.0,0.0,Wigan,3.75,3.5,2.0,3.8,3.4,1.91,2010-11-27,27,E0,1.0,3.0,H,7.0,8.0,0.0,15.0,9.0,0.0,1.0,H,0.0,West Ham,3.4,3.2,2.0,11,M Halsey,4.0,3.4,2.05,10,1011
5.0,10.0,0.0,15.0,9.0,3.0,Sunderland,2.8,3.2,2.6,2.65,3.2,2.55,2010-11-27,27,E0,2.0,3.0,H,11.0,11.0,0.0,14.0,8.0,0.0,0.0,D,2.0,Wolves,2.7,3.2,2.4,11,M Jones,2.88,3.3,2.62,10,1011
7.0,11.0,0.0,17.0,13.0,1.0,Chelsea,1.73,3.6,5.0,1.65,3.6,5.0,2010-11-28,28,E0,1.0,1.0,D,6.0,9.0,0.0,5.0,3.0,1.0,1.0,D,2.0,Newcastle,1.65,3.5,4.6,11,A Marriner,1.73,3.75,5.25,10,1011
8.0,16.0,0.0,12.0,8.0,5.0,Liverpool,3.8,3.4,2.0,3.5,3.4,2.15,2010-11-28,28,E0,1.0,2.0,H,5.0,6.0,0.0,20.0,13.0,1.0,0.0,A,0.0,Tottenham,3.2,3.2,2.1,11,M Atkinson,3.8,3.4,2.1,10,1011
8.0,18.0,0.0,7.0,2.0,2.0,Bolton,6.5,4.0,1.53,6.25,4.1,1.55,2010-12-04,04,E0,0.0,1.0,H,8.0,12.0,1.0,19.0,10.0,0.0,1.0,H,3.0,Man City,5.4,3.7,1.55,12,A Marriner,6.5,4.0,1.5,10,1011
2.0,11.0,0.0,16.0,7.0,4.0,Everton,9.0,4.75,1.36,8.25,4.5,1.35,2010-12-04,04,E0,1.0,1.0,D,7.0,7.0,0.0,12.0,5.0,0.0,1.0,H,1.0,Chelsea,7.3,4.5,1.35,12,L Probert,8.0,4.6,1.36,10,1011
11.0,11.0,0.0,10.0,7.0,2.0,Wolves,5.0,3.6,1.73,4.4,3.5,1.75,2010-12-04,04,E0,0.0,3.0,H,8.0,9.0,0.0,10.0,7.0,0.0,2.0,H,0.0,Blackburn,4.4,3.5,1.7,12,H Webb,5.0,3.75,1.75,10,1011
11.0,7.0,0.0,10.0,5.0,1.0,Tottenham,2.1,3.4,3.5,2.15,3.4,3.4,2010-12-04,04,E0,1.0,1.0,D,6.0,14.0,0.0,13.0,5.0,1.0,0.0,A,1.0,Birmingham,2.2,3.2,3.0,12,K Friend,2.1,3.5,3.75,10,1011
7.0,5.0,0.0,11.0,7.0,0.0,Fulham,12.0,5.25,1.29,11.0,5.25,1.25,2010-12-04,04,E0,1.0,2.0,H,3.0,7.0,0.0,15.0,9.0,1.0,1.0,D,0.0,Arsenal,10.0,5.0,1.25,12,C Foy,13.0,5.5,1.29,10,1011
4.0,10.0,0.0,11.0,7.0,4.0,Stoke,2.63,3.2,2.75,2.6,3.25,2.55,2010-12-04,04,E0,2.0,2.0,D,5.0,11.0,0.0,15.0,8.0,2.0,2.0,D,1.0,Wigan,2.8,3.2,2.3,12,M Jones,2.6,3.1,2.62,10,1011
3.0,9.0,0.0,11.0,7.0,5.0,Newcastle,3.25,3.3,2.25,3.1,3.3,2.2,2010-12-05,05,E0,1.0,3.0,H,7.0,11.0,0.0,20.0,12.0,0.0,1.0,H,0.0,West Brom,3.0,3.2,2.2,12,M Dean,3.3,3.2,2.15,10,1011
3.0,8.0,0.0,8.0,2.0,3.0,West Ham,4.5,3.5,1.83,4.0,3.45,1.85,2010-12-05,05,E0,0.0,1.0,H,9.0,6.0,0.0,17.0,12.0,0.0,1.0,H,1.0,Sunderland,3.7,3.3,1.9,12,M Atkinson,4.4,3.3,1.83,10,1011
3.0,13.0,0.0,5.0,2.0,1.0,Aston Villa,6.0,3.75,1.62,5.85,3.5,1.6,2010-12-06,06,E0,0.0,3.0,H,4.0,12.0,0.0,12.0,7.0,0.0,2.0,H,0.0,Liverpool,5.4,3.7,1.55,12,P Dowd,5.5,3.6,1.62,10,1011
4.0,18.0,0.0,5.0,4.0,4.0,Wigan,9.0,4.5,1.4,7.75,4.25,1.4,2010-12-11,11,E0,0.0,0.0,D,9.0,13.0,0.0,16.0,8.0,0.0,0.0,D,2.0,Everton,6.5,3.9,1.45,12,M Oliver,9.0,4.5,1.44,10,1011
3.0,10.0,0.0,11.0,2.0,1.0,Sunderland,3.4,3.25,2.2,3.3,3.2,2.15,2010-12-11,11,E0,0.0,0.0,D,4.0,14.0,0.0,14.0,13.0,0.0,0.0,D,0.0,Fulham,3.0,3.2,2.2,12,N Swarbrick,3.75,3.25,2.2,10,1011
5.0,13.0,0.0,16.0,7.0,1.0,Liverpool,2.0,3.4,3.8,2.1,3.4,3.6,2010-12-11,11,E0,1.0,3.0,H,2.0,19.0,0.0,8.0,5.0,0.0,1.0,H,2.0,Newcastle,2.2,3.2,3.0,12,L Mason,2.1,3.5,3.75,10,1011
4.0,11.0,0.0,10.0,5.0,2.0,Blackpool,5.5,4.0,1.62,5.0,3.9,1.6,2010-12-11,11,E0,1.0,0.0,A,10.0,12.0,0.0,16.0,5.0,0.0,0.0,D,0.0,Stoke,5.0,3.6,1.6,12,A Taylor,6.0,4.0,1.62,10,1011
6.0,13.0,0.0,12.0,7.0,3.0,Man City,1.8,3.6,4.5,1.75,3.5,4.5,2010-12-11,11,E0,3.0,1.0,A,2.0,10.0,0.0,13.0,3.0,1.0,0.0,A,1.0,West Ham,1.8,3.4,4.0,12,P Dowd,1.85,3.6,4.5,10,1011
13.0,14.0,0.0,11.0,4.0,2.0,West Brom,3.6,3.3,2.1,3.5,3.4,2.0,2010-12-11,11,E0,1.0,2.0,H,6.0,8.0,0.0,6.0,3.0,0.0,1.0,H,0.0,Aston Villa,3.7,3.3,1.9,12,M Halsey,3.75,3.4,2.15,10,1011
2.0,15.0,0.0,3.0,0.0,4.0,Birmingham,3.0,3.25,2.4,2.9,3.2,2.35,2010-12-12,12,E0,0.0,1.0,H,7.0,9.0,0.0,14.0,9.0,0.0,1.0,H,2.0,Wolves,2.6,3.2,2.5,12,M Atkinson,3.25,3.25,2.4,10,1011
10.0,13.0,0.0,16.0,11.0,3.0,Blackburn,4.0,3.3,2.0,3.5,3.25,2.05,2010-12-12,12,E0,1.0,2.0,H,3.0,12.0,1.0,12.0,7.0,0.0,0.0,D,4.0,Bolton,3.4,3.2,2.0,12,M Clattenburg,4.0,3.4,2.05,10,1011
7.0,13.0,0.0,13.0,7.0,2.0,Chelsea,2.6,3.25,2.8,2.55,3.2,2.9,2010-12-12,12,E0,1.0,1.0,D,1.0,9.0,0.0,10.0,3.0,0.0,1.0,H,2.0,Tottenham,2.3,3.2,2.8,12,M Dean,2.6,3.4,2.88,10,1011
4.0,16.0,0.0,11.0,6.0,4.0,Arsenal,3.8,3.4,2.0,3.6,3.4,1.95,2010-12-13,13,E0,0.0,1.0,H,5.0,7.0,0.0,14.0,10.0,0.0,1.0,H,0.0,Man United,3.9,3.3,1.85,12,H Webb,4.2,3.5,2.0,10,1011
4.0,10.0,0.0,11.0,3.0,3.0,West Ham,4.5,3.6,1.8,4.5,3.5,1.75,2010-12-18,18,E0,1.0,1.0,D,9.0,12.0,0.0,13.0,5.0,0.0,0.0,D,2.0,Blackburn,4.0,3.4,1.8,12,M Dean,4.75,3.75,1.8,10,1011
5.0,13.0,0.0,12.0,8.0,3.0,Bolton,3.5,3.2,2.2,3.5,3.25,2.05,2010-12-18,18,E0,0.0,1.0,H,2.0,6.0,0.0,13.0,5.0,0.0,1.0,H,1.0,Sunderland,3.0,3.2,2.2,12,C Foy,3.75,3.3,2.15,10,1011
0.0,13.0,1.0,4.0,3.0,2.0,Everton,5.0,3.6,1.73,5.0,3.65,1.65,2010-12-20,20,E0,2.0,1.0,A,11.0,8.0,1.0,25.0,15.0,2.0,0.0,A,3.0,Man City,5.0,3.6,1.6,12,P Walton,5.5,3.8,1.73,10,1011
3.0,20.0,0.0,11.0,9.0,4.0,Stoke,3.2,3.2,2.3,3.2,3.1,2.25,2010-12-26,26,E0,2.0,0.0,A,5.0,12.0,0.0,12.0,8.0,0.0,0.0,D,1.0,Blackburn,3.4,3.2,2.0,12,M Jones,3.3,3.3,2.38,10,1011
3.0,15.0,0.0,9.0,6.0,5.0,Man City,2.25,3.25,3.25,2.25,3.2,3.1,2010-12-26,26,E0,3.0,1.0,A,6.0,7.0,0.0,20.0,10.0,2.0,0.0,A,1.0,Newcastle,2.1,3.3,3.1,12,C Foy,2.3,3.3,3.4,10,1011
3.0,14.0,0.0,13.0,8.0,3.0,Wigan,3.6,3.3,2.1,3.9,3.1,2.0,2010-12-26,26,E0,2.0,1.0,A,7.0,7.0,0.0,8.0,4.0,2.0,0.0,A,1.0,Wolves,3.3,3.3,2.0,12,M Dean,4.0,3.3,2.1,10,1011
3.0,10.0,0.0,6.0,2.0,2.0,Sunderland,11.0,5.5,1.29,11.5,5.25,1.25,2010-12-26,26,E0,0.0,2.0,H,5.0,9.0,0.0,14.0,10.0,0.0,1.0,H,0.0,Man United,10.0,5.0,1.25,12,P Dowd,15.0,5.5,1.25,10,1011
4.0,11.0,1.0,13.0,8.0,3.0,Tottenham,2.3,3.3,3.2,2.25,3.2,3.1,2010-12-26,26,E0,2.0,1.0,A,8.0,13.0,0.0,26.0,15.0,1.0,0.0,A,3.0,Aston Villa,2.4,3.2,2.7,12,M Atkinson,2.38,3.4,3.2,10,1011
7.0,8.0,0.0,15.0,9.0,1.0,West Brom,3.75,3.25,2.1,3.5,3.35,2.0,2010-12-26,26,E0,0.0,2.0,H,5.0,8.0,0.0,12.0,8.0,0.0,1.0,H,1.0,Bolton,3.7,3.3,1.9,12,H Webb,3.8,3.4,2.1,10,1011
4.0,10.0,0.0,10.0,7.0,1.0,West Ham,4.2,3.4,1.91,4.4,3.2,1.85,2010-12-26,26,E0,3.0,1.0,A,8.0,12.0,0.0,13.0,6.0,2.0,1.0,A,1.0,Fulham,3.4,3.2,2.0,12,M Halsey,4.5,3.4,1.91,10,1011
6.0,16.0,0.0,10.0,4.0,3.0,Chelsea,2.75,3.2,2.63,2.65,3.2,2.55,2010-12-27,27,E0,1.0,3.0,H,4.0,12.0,0.0,10.0,8.0,0.0,1.0,H,2.0,Arsenal,2.7,3.2,2.4,12,M Clattenburg,2.88,3.3,2.62,10,1011
5.0,13.0,1.0,6.0,4.0,3.0,Blackburn,4.5,3.5,1.83,3.75,3.5,1.9,2010-12-28,28,E0,3.0,1.0,A,8.0,9.0,1.0,21.0,11.0,1.0,1.0,D,1.0,West Brom,3.7,3.3,1.9,12,P Dowd,4.75,3.6,1.83,10,1011
4.0,11.0,0.0,10.0,4.0,3.0,Man United,1.5,4.33,6.5,1.45,4.0,7.0,2010-12-28,28,E0,1.0,1.0,D,4.0,10.0,0.0,8.0,3.0,0.0,0.0,D,3.0,Birmingham,1.55,3.7,5.4,12,L Mason,1.5,4.2,7.5,10,1011
6.0,12.0,0.0,9.0,4.0,2.0,Aston Villa,8.0,4.2,1.44,7.0,4.0,1.45,2010-12-28,28,E0,0.0,4.0,H,8.0,14.0,0.0,11.0,8.0,0.0,3.0,H,1.0,Man City,5.7,3.8,1.5,12,M Oliver,8.5,4.4,1.44,10,1011
2.0,12.0,0.0,4.0,3.0,2.0,Fulham,4.75,3.4,1.83,4.25,3.25,1.85,2010-12-28,28,E0,2.0,0.0,A,9.0,8.0,0.0,14.0,8.0,2.0,0.0,A,1.0,Stoke,3.7,3.3,1.9,12,K Friend,4.75,3.4,1.85,10,1011
2.0,5.0,0.0,9.0,4.0,0.0,Blackpool,6.0,3.75,1.62,5.25,3.9,1.57,2010-12-28,28,E0,2.0,0.0,A,9.0,6.0,0.0,32.0,16.0,0.0,0.0,D,2.0,Sunderland,4.4,3.5,1.7,12,A Marriner,6.0,4.0,1.62,10,1011
7.0,16.0,0.0,12.0,8.0,4.0,Newcastle,6.5,4.0,1.53,6.75,4.1,1.45,2010-12-28,28,E0,0.0,2.0,H,9.0,9.0,1.0,13.0,8.0,0.0,0.0,D,2.0,Tottenham,5.4,3.7,1.57,12,A Taylor,7.0,4.4,1.53,10,1011
7.0,15.0,0.0,13.0,5.0,0.0,Everton,2.25,3.2,3.4,2.2,3.1,3.3,2010-12-28,28,E0,1.0,1.0,D,4.0,12.0,0.0,11.0,2.0,1.0,1.0,D,1.0,West Ham,2.4,3.2,2.7,12,H Webb,2.25,3.3,3.5,10,1011
4.0,11.0,0.0,15.0,9.0,0.0,Arsenal,1.5,4.2,6.5,1.45,4.0,7.0,2010-12-29,29,E0,2.0,2.0,D,3.0,16.0,1.0,7.0,5.0,2.0,1.0,A,1.0,Wigan,1.55,3.7,5.4,12,L Probert,1.5,4.33,7.5,10,1011
