AC,AF,AR,AS,AST,AY,AwayTeam,B365A,B365D,B365H,BWA,BWD,BWH,Date,Day,Div,FTAG,FTHG,FTR,HC,HF,HR,HS,HST,HTAG,HTHG,HTR,HY,HomeTeam,IWA,IWD,IWH,Month,Referee,VCA,VCD,VCH,Year,season
6.0,5.0,0.0,14.0,9.0,1.0,Man United,1.53,4.2,6.0,1.5,4.2,6.25,2013-01-01,01,E0,4.0,0.0,A,1.0,13.0,0.0,7.0,3.0,2.0,0.0,A,1.0,Wigan,1.5,4.0,6.1,01,A Marriner,1.57,4.0,6.5,13,1213
3.0,6.0,0.0,6.0,4.0,0.0,Arsenal,1.7,3.75,5.0,1.65,3.9,5.0,2013-01-01,01,E0,1.0,1.0,D,3.0,9.0,0.0,9.0,6.0,1.0,1.0,D,2.0,Southampton,1.7,3.6,4.7,01,L Probert,1.7,4.0,4.8,13,1213
5.0,5.0,0.0,6.0,5.0,1.0,Sunderland,8.5,4.5,1.4,8.25,4.33,1.4,2013-01-02,02,E0,0.0,3.0,H,9.0,8.0,0.0,27.0,16.0,0.0,2.0,H,0.0,Liverpool,7.0,4.0,1.45,01,P Dowd,9.0,5.0,1.4,13,1213
2.0,8.0,0.0,8.0,5.0,1.0,QPR,15.0,6.5,1.2,14.0,6.25,1.2,2013-01-02,02,E0,1.0,0.0,A,14.0,12.0,0.0,23.0,11.0,0.0,0.0,D,1.0,Chelsea,12.0,5.5,1.22,01,L Mason,13.0,6.5,1.22,13,1213
6.0,7.0,0.0,7.0,6.0,2.0,Everton,2.38,3.4,3.0,2.4,3.25,2.95,2013-01-02,02,E0,2.0,1.0,A,4.0,21.0,0.0,14.0,11.0,1.0,1.0,D,3.0,Newcastle,2.4,3.3,2.75,01,M Atkinson,2.38,3.4,3.1,13,1213
5.0,6.0,0.0,11.0,4.0,1.0,Southampton,2.9,3.5,2.55,2.85,3.25,2.45,2013-01-12,12,E0,1.0,0.0,A,9.0,9.0,0.0,16.0,10.0,1.0,0.0,A,1.0,Aston Villa,2.9,3.3,2.3,01,M Halsey,3.0,3.3,2.55,13,1213
1.0,9.0,0.0,4.0,2.0,4.0,Swansea,6.5,4.2,1.57,6.0,4.1,1.53,2013-01-12,12,E0,0.0,0.0,D,7.0,13.0,0.0,16.0,8.0,0.0,0.0,D,1.0,Everton,5.4,3.7,1.6,01,P Dowd,6.5,4.33,1.62,13,1213
8.0,15.0,0.0,15.0,6.0,1.0,Wigan,4.0,3.5,2.05,4.0,3.4,1.91,2013-01-12,12,E0,1.0,1.0,D,6.0,8.0,0.0,14.0,5.0,0.0,1.0,H,0.0,Fulham,3.8,3.45,1.9,01,M Clattenburg,4.1,3.3,2.05,13,1213
4.0,6.0,0.0,9.0,4.0,1.0,Newcastle,3.4,3.6,2.2,3.25,3.4,2.15,2013-01-12,12,E0,0.0,0.0,D,5.0,5.0,0.0,12.0,3.0,0.0,0.0,D,0.0,Norwich,3.3,3.3,2.1,01,A Taylor,3.5,3.5,2.25,13,1213
4.0,13.0,0.0,11.0,6.0,1.0,West Brom,2.5,3.4,3.0,2.45,3.2,2.9,2013-01-12,12,E0,2.0,3.0,H,8.0,6.0,0.0,7.0,7.0,1.0,0.0,A,1.0,Reading,2.6,3.2,2.6,01,K Friend,2.55,3.4,3.0,13,1213
7.0,9.0,0.0,11.0,9.0,0.0,Chelsea,1.95,3.5,4.33,1.91,3.4,4.0,2013-01-12,12,E0,4.0,0.0,A,6.0,13.0,0.0,11.0,5.0,1.0,0.0,A,1.0,Stoke,1.9,3.45,3.8,01,A Marriner,2.0,3.3,4.33,13,1213
6.0,13.0,0.0,9.0,4.0,3.0,West Ham,3.3,3.3,2.38,3.1,3.2,2.3,2013-01-12,12,E0,0.0,3.0,H,4.0,10.0,0.0,18.0,14.0,0.0,1.0,H,0.0,Sunderland,3.1,3.3,2.2,01,N Swarbrick,3.25,3.3,2.38,13,1213
6.0,7.0,0.0,16.0,8.0,1.0,Tottenham,1.85,3.8,4.5,1.8,3.7,4.2,2013-01-12,12,E0,0.0,0.0,D,2.0,10.0,0.0,4.0,1.0,0.0,0.0,D,1.0,QPR,1.9,3.45,3.8,01,L Probert,1.85,3.8,4.4,13,1213
7.0,18.0,1.0,16.0,9.0,4.0,Man City,2.8,3.5,2.63,2.65,3.4,2.55,2013-01-13,13,E0,2.0,0.0,A,2.0,11.0,1.0,9.0,4.0,2.0,0.0,A,2.0,Arsenal,2.5,3.3,2.65,01,M Dean,2.8,3.5,2.6,13,1213
1.0,16.0,0.0,12.0,5.0,4.0,Liverpool,4.2,3.8,1.91,4.1,3.8,1.8,2013-01-13,13,E0,1.0,2.0,H,3.0,14.0,0.0,15.0,10.0,0.0,1.0,H,1.0,Man United,4.3,3.6,1.75,01,H Webb,4.3,3.6,1.95,13,1213
3.0,11.0,0.0,7.0,3.0,0.0,Southampton,15.0,6.5,1.25,11.0,6.25,1.23,2013-01-16,16,E0,2.0,2.0,D,4.0,10.0,0.0,19.0,10.0,0.0,2.0,H,1.0,Chelsea,10.3,5.5,1.25,01,M Oliver,15.0,6.25,1.25,13,1213
0.0,16.0,0.0,10.0,5.0,2.0,Sunderland,3.8,3.4,2.15,3.6,3.25,2.1,2013-01-19,19,E0,3.0,2.0,A,9.0,10.0,0.0,20.0,11.0,3.0,1.0,A,3.0,Wigan,3.2,3.3,2.15,01,A Taylor,3.6,3.4,2.2,13,1213
4.0,8.0,0.0,5.0,3.0,1.0,Norwich,10.5,5.5,1.33,9.75,5.25,1.3,2013-01-19,19,E0,0.0,5.0,H,10.0,10.0,0.0,17.0,10.0,0.0,2.0,H,1.0,Liverpool,8.3,4.8,1.33,01,M Oliver,10.0,5.75,1.33,13,1213
2.0,6.0,0.0,3.0,0.0,2.0,Fulham,14.0,6.5,1.25,11.5,6.0,1.23,2013-01-19,19,E0,0.0,2.0,H,1.0,12.0,0.0,20.0,11.0,0.0,1.0,H,1.0,Man City,12.0,5.5,1.22,01,J Moss,13.0,6.5,1.25,13,1213
2.0,10.0,0.0,6.0,2.0,3.0,Reading,5.0,4.0,1.75,4.6,3.75,1.72,2013-01-19,19,E0,2.0,1.0,A,6.0,9.0,0.0,15.0,10.0,0.0,1.0,H,2.0,Newcastle,4.2,3.5,1.8,01,A Marriner,4.6,3.9,1.8,13,1213
6.0,9.0,0.0,7.0,2.0,0.0,Stoke,3.6,3.4,2.2,3.4,3.4,2.1,2013-01-19,19,E0,1.0,3.0,H,7.0,11.0,0.0,12.0,6.0,0.0,0.0,D,0.0,Swansea,3.6,3.3,2.0,01,M Dean,3.6,3.3,2.25,13,1213
8.0,10.0,0.0,11.0,7.0,3.0,Aston Villa,5.0,4.0,1.75,4.5,3.8,1.72,2013-01-19,19,E0,2.0,2.0,D,8.0,8.0,0.0,25.0,9.0,2.0,0.0,A,3.0,West Brom,4.2,3.5,1.8,01,L Probert,5.4,3.8,1.75,13,1213
2.0,11.0,0.0,9.0,6.0,0.0,QPR,3.75,3.5,2.1,3.6,3.5,2.0,2013-01-19,19,E0,1.0,1.0,D,12.0,6.0,0.0,22.0,13.0,1.0,0.0,A,1.0,West Ham,3.6,3.3,2.0,01,H Webb,3.75,3.6,2.1,13,1213
4.0,14.0,0.0,6.0,4.0,4.0,Man United,2.5,3.6,2.9,2.3,3.6,2.85,2013-01-20,20,E0,1.0,1.0,D,9.0,7.0,0.0,23.0,18.0,1.0,0.0,A,1.0,Tottenham,2.3,3.3,2.9,01,C Foy,2.5,3.6,2.88,13,1213
9.0,11.0,0.0,12.0,8.0,1.0,Arsenal,4.0,3.6,1.91,4.0,3.4,1.91,2013-01-20,20,E0,1.0,2.0,H,3.0,10.0,0.0,13.0,8.0,0.0,2.0,H,2.0,Chelsea,3.8,3.45,1.9,01,M Atkinson,3.8,3.75,2.0,13,1213
6.0,11.0,0.0,10.0,7.0,1.0,Everton,2.05,3.5,3.6,1.91,3.5,3.9,2013-01-21,21,E0,0.0,0.0,D,10.0,14.0,0.0,14.0,11.0,0.0,0.0,D,2.0,Southampton,2.0,3.3,3.6,01,N Swarbrick,2.05,3.6,3.8,13,1213
5.0,10.0,0.0,7.0,5.0,1.0,West Ham,8.0,4.75,1.44,7.75,4.1,1.44,2013-01-23,23,E0,1.0,5.0,H,13.0,9.0,0.0,23.0,17.0,1.0,1.0,D,0.0,Arsenal,7.3,4.4,1.4,01,A Marriner,7.0,4.75,1.45,13,1213
4.0,11.0,0.0,18.0,8.0,2.0,Swansea,3.0,3.4,2.5,2.75,3.25,2.55,2013-01-29,29,E0,0.0,0.0,D,3.0,11.0,0.0,4.0,2.0,0.0,0.0,D,1.0,Sunderland,3.1,3.3,2.2,01,A Marriner,2.9,3.3,2.6,13,1213
1.0,10.0,0.0,11.0,6.0,1.0,Wigan,3.75,3.3,2.2,3.6,3.3,2.05,2013-01-29,29,E0,2.0,2.0,D,0.0,12.0,0.0,9.0,4.0,0.0,1.0,H,1.0,Stoke,3.6,3.3,2.0,01,M Jones,3.75,3.3,2.2,13,1213
10.0,9.0,0.0,15.0,7.0,2.0,Man City,1.5,4.5,7.5,1.44,4.4,7.0,2013-01-29,29,E0,0.0,0.0,D,2.0,9.0,0.0,5.0,3.0,0.0,0.0,D,2.0,QPR,1.55,3.9,5.6,01,P Dowd,1.5,4.6,7.0,13,1213
4.0,9.0,0.0,10.0,7.0,2.0,Newcastle,2.6,3.4,2.9,2.5,3.2,2.85,2013-01-29,29,E0,2.0,1.0,A,3.0,16.0,0.0,10.0,4.0,2.0,0.0,A,5.0,Aston Villa,2.75,3.3,2.4,01,M Dean,2.62,3.4,2.88,13,1213
6.0,11.0,0.0,10.0,5.0,1.0,Liverpool,3.1,3.5,2.4,3.0,3.2,2.4,2013-01-30,30,E0,2.0,2.0,D,8.0,9.0,0.0,14.0,6.0,1.0,0.0,A,3.0,Arsenal,3.1,3.3,2.2,01,K Friend,3.0,3.5,2.45,13,1213
2.0,14.0,0.0,7.0,4.0,2.0,West Brom,6.5,4.1,1.6,6.0,4.1,1.53,2013-01-30,30,E0,1.0,2.0,H,5.0,9.0,0.0,11.0,4.0,0.0,2.0,H,0.0,Everton,5.4,3.7,1.6,01,M Oliver,5.75,4.3,1.62,13,1213
8.0,9.0,0.0,8.0,4.0,0.0,West Ham,3.5,3.5,2.2,3.3,3.4,2.15,2013-01-30,30,E0,1.0,3.0,H,2.0,8.0,0.0,13.0,6.0,0.0,1.0,H,2.0,Fulham,3.6,3.3,2.0,01,C Foy,3.4,3.5,2.25,13,1213
8.0,10.0,0.0,21.0,10.0,1.0,Southampton,14.0,6.5,1.25,11.5,7.0,1.2,2013-01-30,30,E0,1.0,2.0,H,4.0,10.0,0.0,11.0,7.0,1.0,2.0,H,2.0,Man United,15.0,7.0,1.15,01,L Mason,13.0,7.0,1.22,13,1213
6.0,14.0,0.0,12.0,7.0,1.0,Tottenham,1.83,3.75,4.75,1.75,3.6,4.6,2013-01-30,30,E0,1.0,1.0,D,3.0,13.0,0.0,8.0,4.0,0.0,1.0,H,4.0,Norwich,1.85,3.45,4.0,01,N Swarbrick,1.83,3.75,4.5,13,1213
6.0,20.0,0.0,14.0,5.0,2.0,Chelsea,1.5,4.5,7.5,1.45,4.2,7.25,2013-01-30,30,E0,2.0,2.0,D,0.0,8.0,0.0,5.0,2.0,1.0,0.0,A,1.0,Reading,1.5,4.0,6.1,01,M Halsey,1.5,4.6,6.5,13,1213
5.0,16.0,0.0,15.0,7.0,2.0,Southampton,3.5,3.5,2.2,3.3,3.4,2.15,2013-02-02,02,E0,2.0,2.0,D,8.0,6.0,0.0,5.0,3.0,0.0,1.0,H,0.0,Wigan,3.6,3.3,2.0,02,A Marriner,3.5,3.4,2.25,13,1213
3.0,9.0,0.0,11.0,7.0,1.0,Swansea,3.2,3.4,2.4,3.0,3.2,2.4,2013-02-02,02,E0,0.0,1.0,H,5.0,7.0,0.0,18.0,9.0,0.0,0.0,D,1.0,West Ham,3.1,3.1,2.3,02,L Probert,3.1,3.4,2.45,13,1213
8.0,15.0,0.0,10.0,6.0,3.0,Sunderland,3.0,3.4,2.5,2.95,3.25,2.4,2013-02-02,02,E0,1.0,2.0,H,6.0,12.0,0.0,9.0,5.0,1.0,1.0,D,1.0,Reading,2.9,3.3,2.3,02,L Mason,3.0,3.4,2.55,13,1213
8.0,15.0,0.0,13.0,8.0,1.0,Man United,1.65,4.2,5.5,1.57,4.1,5.5,2013-02-02,02,E0,1.0,0.0,A,5.0,8.0,0.0,15.0,8.0,0.0,0.0,D,1.0,Fulham,1.57,3.75,5.6,02,K Friend,1.65,4.2,5.4,13,1213
4.0,5.0,0.0,12.0,6.0,3.0,Chelsea,2.0,3.6,4.0,1.9,3.7,3.75,2013-02-02,02,E0,2.0,3.0,H,5.0,11.0,0.0,19.0,13.0,0.0,1.0,H,2.0,Newcastle,1.85,3.45,4.0,02,H Webb,2.05,3.5,4.0,13,1213
1.0,13.0,0.0,6.0,2.0,3.0,Stoke,9.0,4.5,1.44,8.25,4.2,1.42,2013-02-02,02,E0,0.0,1.0,H,11.0,3.0,0.0,15.0,9.0,0.0,0.0,D,0.0,Arsenal,7.0,4.0,1.45,02,C Foy,8.0,4.6,1.45,13,1213
2.0,23.0,0.0,8.0,4.0,4.0,Aston Villa,9.0,5.0,1.4,9.25,4.6,1.35,2013-02-02,02,E0,3.0,3.0,D,15.0,6.0,0.0,22.0,13.0,2.0,1.0,A,1.0,Everton,7.2,4.4,1.42,02,M Jones,9.0,5.0,1.4,13,1213
8.0,20.0,0.0,14.0,9.0,5.0,Norwich,4.33,3.6,1.95,3.8,3.6,1.91,2013-02-02,02,E0,0.0,0.0,D,10.0,6.0,0.0,15.0,7.0,0.0,0.0,D,2.0,QPR,3.7,3.35,1.95,02,J Moss,4.2,3.6,1.95,13,1213
10.0,7.0,0.0,21.0,12.0,4.0,Liverpool,4.5,3.9,1.83,3.8,3.8,1.85,2013-02-03,03,E0,2.0,2.0,D,9.0,14.0,0.0,9.0,5.0,1.0,1.0,D,2.0,Man City,4.2,3.5,1.8,02,A Taylor,4.3,3.9,1.87,13,1213
17.0,9.0,0.0,21.0,13.0,0.0,Tottenham,2.2,3.4,3.6,2.1,3.3,3.5,2013-02-03,03,E0,1.0,0.0,A,2.0,9.0,1.0,4.0,3.0,0.0,0.0,D,1.0,West Brom,2.0,3.3,3.6,02,M Clattenburg,2.15,2.5,3.6,13,1213
5.0,11.0,0.0,9.0,7.0,2.0,Newcastle,5.75,4.0,1.67,5.0,3.8,1.65,2013-02-09,09,E0,1.0,2.0,H,11.0,5.0,0.0,16.0,9.0,1.0,1.0,D,0.0,Tottenham,4.7,3.6,1.7,02,P Dowd,5.2,4.0,1.7,13,1213
2.0,9.0,0.0,14.0,8.0,3.0,QPR,4.75,3.75,1.83,4.4,3.4,1.83,2013-02-09,09,E0,1.0,4.0,H,5.0,10.0,0.0,13.0,12.0,0.0,2.0,H,1.0,Swansea,4.2,3.5,1.8,02,N Swarbrick,4.5,3.6,1.9,13,1213
2.0,13.0,1.0,18.0,9.0,2.0,Arsenal,1.91,3.6,4.5,1.85,3.6,4.0,2013-02-09,09,E0,1.0,0.0,A,11.0,6.0,0.0,12.0,7.0,1.0,0.0,A,3.0,Sunderland,1.8,3.5,4.2,02,A Taylor,1.91,3.7,4.3,13,1213
6.0,13.0,0.0,7.0,4.0,2.0,Man City,1.67,4.0,5.75,1.57,4.0,5.5,2013-02-09,09,E0,1.0,3.0,H,6.0,9.0,0.0,13.0,7.0,1.0,2.0,H,1.0,Southampton,1.55,3.9,5.6,02,M Atkinson,1.67,4.1,5.4,13,1213
4.0,16.0,0.0,7.0,5.0,2.0,Fulham,3.4,3.4,2.3,3.1,3.25,2.3,2013-02-09,09,E0,0.0,0.0,D,3.0,10.0,0.0,15.0,8.0,0.0,0.0,D,2.0,Norwich,2.9,3.3,2.3,02,H Webb,3.25,3.4,2.3,13,1213
6.0,13.0,0.0,13.0,10.0,2.0,Wigan,9.5,5.5,1.36,8.5,5.0,1.34,2013-02-09,09,E0,1.0,4.0,H,10.0,9.0,0.0,25.0,17.0,0.0,1.0,H,1.0,Chelsea,9.0,5.0,1.3,02,M Dean,9.0,5.5,1.36,13,1213
3.0,4.0,0.0,5.0,4.0,0.0,Reading,4.6,3.5,1.91,4.4,3.4,1.83,2013-02-09,09,E0,1.0,2.0,H,11.0,7.0,0.0,13.0,10.0,0.0,0.0,D,2.0,Stoke,3.8,3.45,1.9,02,M Oliver,4.3,3.6,1.95,13,1213
10.0,12.0,0.0,13.0,7.0,2.0,West Ham,2.88,3.4,2.63,2.75,3.25,2.55,2013-02-10,10,E0,1.0,2.0,H,4.0,15.0,0.0,7.0,2.0,0.0,0.0,D,3.0,Aston Villa,2.7,3.3,2.45,02,M Clattenburg,2.75,3.4,2.7,13,1213
6.0,9.0,0.0,9.0,8.0,2.0,Everton,5.0,3.9,1.75,4.75,3.8,1.7,2013-02-10,10,E0,0.0,2.0,H,7.0,12.0,0.0,10.0,6.0,0.0,2.0,H,0.0,Man United,5.1,3.6,1.65,02,M Halsey,4.5,4.0,1.8,13,1213
5.0,9.0,0.0,4.0,3.0,4.0,West Brom,9.0,5.0,1.4,8.5,5.0,1.34,2013-02-11,11,E0,2.0,0.0,A,13.0,9.0,0.0,23.0,14.0,0.0,0.0,D,1.0,Liverpool,7.5,4.6,1.37,02,J Moss,8.5,5.0,1.4,13,1213
1.0,9.0,0.0,4.0,3.0,1.0,Swansea,6.0,4.4,1.57,5.5,4.1,1.57,2013-02-17,17,E0,0.0,5.0,H,10.0,6.0,0.0,33.0,18.0,0.0,1.0,H,0.0,Liverpool,5.6,3.9,1.55,02,H Webb,6.0,4.2,1.6,13,1213
5.0,9.0,0.0,10.0,6.0,1.0,Sunderland,4.0,3.5,2.05,4.0,3.3,1.95,2013-02-23,23,E0,1.0,2.0,H,5.0,13.0,0.0,17.0,7.0,0.0,1.0,H,2.0,West Brom,3.6,3.3,2.0,02,R East,3.9,3.5,2.1,13,1213
4.0,6.0,0.0,13.0,8.0,0.0,Man United,1.53,4.33,7.0,1.53,3.9,6.5,2013-02-23,23,E0,2.0,0.0,A,2.0,10.0,0.0,12.0,5.0,1.0,0.0,A,0.0,QPR,1.45,4.0,7.0,02,A Taylor,1.57,4.33,6.25,13,1213
9.0,11.0,0.0,14.0,8.0,1.0,Wigan,2.88,3.4,2.63,2.8,3.2,2.55,2013-02-23,23,E0,3.0,0.0,A,2.0,9.0,1.0,7.0,1.0,2.0,0.0,A,1.0,Reading,3.1,3.3,2.2,02,P Dowd,2.9,3.3,2.62,13,1213
3.0,12.0,0.0,5.0,3.0,2.0,Aston Villa,11.0,5.5,1.33,9.25,5.25,1.3,2013-02-23,23,E0,1.0,2.0,H,12.0,7.0,0.0,24.0,14.0,0.0,1.0,H,1.0,Arsenal,7.6,4.8,1.35,02,M Atkinson,10.5,5.5,1.33,13,1213
4.0,9.0,0.0,7.0,2.0,3.0,Stoke,3.75,3.3,2.2,3.6,3.3,2.05,2013-02-23,23,E0,0.0,1.0,H,9.0,4.0,0.0,20.0,9.0,0.0,1.0,H,1.0,Fulham,3.5,3.3,2.05,02,L Probert,3.6,3.3,2.25,13,1213
5.0,10.0,0.0,11.0,5.0,1.0,Everton,2.1,3.5,3.8,2.05,3.3,3.6,2013-02-23,23,E0,1.0,2.0,H,7.0,15.0,0.0,10.0,9.0,1.0,0.0,A,1.0,Norwich,2.0,3.3,3.6,02,L Mason,2.15,3.5,3.6,13,1213
6.0,5.0,0.0,4.0,1.0,1.0,Chelsea,4.33,3.6,1.95,3.9,3.5,1.91,2013-02-24,24,E0,0.0,2.0,H,6.0,19.0,0.0,15.0,11.0,0.0,0.0,D,3.0,Man City,3.7,3.35,1.95,02,A Marriner,4.33,3.5,2.0,13,1213
3.0,12.0,0.0,11.0,7.0,4.0,Southampton,3.2,3.5,2.2,3.6,3.5,2.0,2013-02-24,24,E0,2.0,4.0,H,7.0,12.0,0.0,11.0,5.0,1.0,2.0,H,0.0,Newcastle,3.6,3.3,2.0,02,C Foy,3.4,3.5,2.2,13,1213
12.0,7.0,0.0,25.0,16.0,1.0,Tottenham,2.15,3.5,3.6,2.15,3.25,3.4,2013-02-25,25,E0,3.0,2.0,A,6.0,12.0,0.0,8.0,6.0,1.0,1.0,D,4.0,West Ham,2.1,3.3,3.3,02,H Webb,2.2,3.5,3.5,13,1213
3.0,15.0,0.0,8.0,7.0,2.0,Liverpool,1.85,3.75,4.5,1.78,3.8,4.2,2013-03-02,02,E0,4.0,0.0,A,4.0,11.0,0.0,15.0,11.0,3.0,0.0,A,2.0,Wigan,1.8,3.5,4.2,03,M Atkinson,1.87,3.8,4.33,13,1213
3.0,14.0,0.0,7.0,4.0,3.0,Fulham,3.3,3.3,2.4,3.1,3.2,2.35,2013-03-02,02,E0,2.0,2.0,D,7.0,9.0,0.0,12.0,6.0,2.0,1.0,A,1.0,Sunderland,3.2,3.2,2.2,03,M Halsey,3.4,3.2,2.4,13,1213
2.0,12.0,0.0,10.0,7.0,2.0,West Ham,4.0,3.25,2.15,3.6,3.3,2.05,2013-03-02,02,E0,1.0,0.0,A,4.0,12.0,0.0,10.0,2.0,1.0,0.0,A,1.0,Stoke,3.6,3.3,2.0,03,J Moss,3.8,3.25,2.15,13,1213
7.0,17.0,0.0,14.0,7.0,2.0,Newcastle,3.75,3.6,2.1,3.6,3.5,2.0,2013-03-02,02,E0,0.0,1.0,H,7.0,9.0,0.0,10.0,7.0,0.0,0.0,D,0.0,Swansea,3.3,3.3,2.1,03,C Pawson,3.5,3.6,2.15,13,1213
3.0,15.0,0.0,1.0,1.0,4.0,Norwich,11.0,5.5,1.33,9.25,5.25,1.3,2013-03-02,02,E0,0.0,4.0,H,7.0,5.0,0.0,13.0,10.0,0.0,1.0,H,0.0,Man United,9.0,5.0,1.3,03,N Swarbrick,8.0,5.5,1.36,13,1213
10.0,8.0,0.0,12.0,6.0,1.0,Reading,10.0,5.0,1.38,7.75,5.0,1.36,2013-03-02,02,E0,1.0,3.0,H,9.0,8.0,0.0,18.0,12.0,0.0,1.0,H,1.0,Everton,7.2,4.4,1.42,03,A Taylor,8.5,5.0,1.4,13,1213
7.0,16.0,0.0,8.0,4.0,2.0,West Brom,9.0,5.0,1.4,8.25,4.33,1.4,2013-03-02,02,E0,0.0,1.0,H,9.0,12.0,0.0,25.0,19.0,0.0,1.0,H,1.0,Chelsea,7.5,4.6,1.37,03,K Friend,7.5,5.0,1.44,13,1213
3.0,15.0,0.0,5.0,3.0,3.0,QPR,4.5,3.8,1.85,4.5,3.5,1.8,2013-03-02,02,E0,2.0,1.0,A,6.0,7.0,0.0,17.0,9.0,1.0,1.0,D,1.0,Southampton,3.8,3.45,1.9,03,H Webb,4.3,3.7,1.9,13,1213
6.0,13.0,0.0,10.0,6.0,1.0,Arsenal,3.25,3.6,2.3,3.0,3.4,2.3,2013-03-03,03,E0,1.0,2.0,H,4.0,17.0,0.0,11.0,5.0,0.0,2.0,H,3.0,Tottenham,2.9,3.3,2.3,03,M Clattenburg,3.1,3.6,2.38,13,1213
5.0,14.0,0.0,20.0,12.0,0.0,Man City,1.44,4.5,7.5,1.44,4.25,7.5,2013-03-04,04,E0,1.0,0.0,A,6.0,10.0,0.0,10.0,5.0,1.0,0.0,A,2.0,Aston Villa,1.55,3.9,5.6,03,M Dean,1.5,4.6,7.0,13,1213
7.0,10.0,0.0,15.0,7.0,3.0,Southampton,3.0,3.4,2.5,3.0,3.2,2.4,2013-03-09,09,E0,0.0,0.0,D,1.0,9.0,0.0,3.0,2.0,0.0,0.0,D,2.0,Norwich,3.1,3.3,2.2,03,M Clattenburg,2.9,3.4,2.55,13,1213
5.0,19.0,0.0,7.0,3.0,2.0,Sunderland,3.5,3.4,2.25,3.2,3.25,2.25,2013-03-09,09,E0,1.0,3.0,H,4.0,4.0,0.0,15.0,8.0,1.0,1.0,D,0.0,QPR,3.0,3.3,2.25,03,M Jones,3.6,3.4,2.2,13,1213
1.0,7.0,0.0,18.0,7.0,3.0,Aston Villa,3.1,3.4,2.45,3.0,3.25,2.35,2013-03-09,09,E0,2.0,1.0,A,6.0,8.0,0.0,10.0,4.0,2.0,1.0,A,2.0,Reading,3.1,3.3,2.2,03,J Moss,3.0,3.4,2.5,13,1213
3.0,10.0,0.0,9.0,4.0,1.0,Swansea,3.2,3.3,2.45,3.1,3.2,2.35,2013-03-09,09,E0,1.0,2.0,H,3.0,9.0,0.0,12.0,6.0,1.0,1.0,D,1.0,West Brom,3.1,3.3,2.2,03,L Mason,3.0,3.4,2.45,13,1213
4.0,8.0,0.0,15.0,9.0,1.0,Tottenham,4.0,3.8,1.95,3.8,3.8,1.85,2013-03-10,10,E0,2.0,3.0,H,1.0,9.0,0.0,10.0,4.0,1.0,1.0,D,1.0,Liverpool,3.6,3.3,2.0,03,M Oliver,3.9,3.9,1.95,13,1213
4.0,12.0,0.0,7.0,4.0,1.0,Stoke,4.8,3.7,1.83,4.6,3.4,1.8,2013-03-10,10,E0,1.0,2.0,H,14.0,10.0,0.0,14.0,6.0,0.0,0.0,D,1.0,Newcastle,3.8,3.45,1.9,03,A Marriner,4.75,3.6,1.85,13,1213
1.0,11.0,0.0,9.0,5.0,2.0,West Brom,3.1,3.3,2.5,3.0,3.1,2.45,2013-03-16,16,E0,0.0,0.0,D,7.0,15.0,0.0,13.0,5.0,0.0,0.0,D,2.0,Stoke,2.9,3.3,2.3,03,M Dean,3.12,3.25,2.5,13,1213
5.0,10.0,0.0,8.0,6.0,1.0,Liverpool,1.91,3.8,4.2,1.87,3.5,4.1,2013-03-16,16,E0,1.0,3.0,H,7.0,10.0,0.0,17.0,12.0,1.0,2.0,H,0.0,Southampton,1.75,3.5,4.5,03,P Dowd,1.95,3.6,4.3,13,1213
7.0,7.0,0.0,15.0,11.0,1.0,Arsenal,2.25,3.5,3.4,2.2,3.2,3.4,2013-03-16,16,E0,2.0,0.0,A,3.0,2.0,0.0,9.0,2.0,0.0,0.0,D,1.0,Swansea,2.1,3.3,3.3,03,J Moss,2.3,3.4,3.5,13,1213
6.0,10.0,0.0,17.0,11.0,3.0,Man City,2.05,3.6,3.9,2.0,3.3,3.8,2013-03-16,16,E0,0.0,2.0,H,13.0,15.0,1.0,11.0,5.0,0.0,1.0,H,4.0,Everton,2.1,3.3,3.3,03,L Probert,2.1,3.5,3.8,13,1213
6.0,10.0,0.0,18.0,11.0,2.0,QPR,3.4,3.4,2.3,3.4,3.4,2.1,2013-03-16,16,E0,2.0,3.0,H,9.0,16.0,0.0,10.0,6.0,1.0,1.0,D,3.0,Aston Villa,3.3,3.3,2.1,03,K Friend,3.4,3.4,2.3,13,1213
4.0,16.0,0.0,5.0,1.0,2.0,Reading,19.0,9.0,1.17,14.0,8.0,1.15,2013-03-16,16,E0,0.0,1.0,H,5.0,5.0,0.0,17.0,8.0,0.0,1.0,H,0.0,Man United,15.0,7.0,1.15,03,L Mason,21.0,7.5,1.18,13,1213
5.0,14.0,0.0,15.0,9.0,2.0,West Ham,9.0,5.0,1.4,8.25,5.0,1.34,2013-03-17,17,E0,0.0,2.0,H,5.0,5.0,0.0,24.0,14.0,0.0,1.0,H,0.0,Chelsea,7.6,4.8,1.35,03,M Oliver,10.0,4.8,1.4,13,1213
9.0,11.0,1.0,7.0,3.0,3.0,Norwich,4.0,3.5,2.05,3.6,3.5,2.0,2013-03-17,17,E0,1.0,1.0,D,5.0,11.0,0.0,16.0,8.0,1.0,1.0,D,1.0,Sunderland,3.6,3.3,2.0,03,C Foy,3.8,3.5,2.1,13,1213
